#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
WIKIPEDIA_LINK;§YÑñûëêà íà Wiki of Ice and Fire§W;;;;;;;;;x
WIKIPEDIA_LINK_DESC;Îòêðûâàåò â áðàóçåðå 'A Wiki of Ice and Fire' äëÿ ýòîãî ïåðñîíàæà;;;;;;;;;x
WIKIPEDIA_LINK_MISSING;§YÑòðàíèöà ýòîãî ïåðñîíàæà îòñóòñòâóåò íà Wiki§W;;;;;;;;;x
WIKIPEDIA_LINK_DISABLED;Wiki ññûëêè îòêëþ÷åíû;;;;;;;;;x
##LINK FOR VALYRIAN STEEL IMAGES##;;;;;;;;;;;;;;x
W_L_450998;https://www.dropbox.com/s/r1o1docw9xqdw3j/reforgable%20valyrian%20steel%20DO%20NOT%20REMOVE.png?dl=0;;;;;;;;;;;;;x
##TARGARYEN##;;;;;;;;;;;;;;x
W_L_77015;http://awoiaf.westeros.org/index.php/Aegon_III_Targaryen;http://www.lagardedenuit.com/wiki/index.php?title=Aegon_III_Targaryen;;;;;;;;;;;;x
W_L_77013;http://awoiaf.westeros.org/index.php/Aegon_II_Targaryen;http://www.lagardedenuit.com/wiki/index.php?title=Aegon_II_Targaryen;;;;;;;;;;;;x
W_L_77020;http://awoiaf.westeros.org/index.php/Aegon_IV_Targaryen;http://www.lagardedenuit.com/wiki/index.php?title=Aegon_IV_Targaryen;;;;;;;;;;;;x
W_L_77000;http://awoiaf.westeros.org/index.php/Aegon_I_Targaryen;http://www.lagardedenuit.com/wiki/index.php?title=Aegon_I_Targaryen;;;;;;;;;;;;x
W_L_60650496;http://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Aenys_I);http://www.lagardedenuit.com/wiki/index.php?title=Aegon_Targaryen_(fils_d'Aenys_I);;;;;;;;;;;;x
W_L_182496;http://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Aerys_II);http://www.lagardedenuit.com/wiki/index.php?title=Aegon_Targaryen_(fils_d'Aerys_II);;;;;;;;;;;;x
W_L_780496;http://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Baelon);http://www.lagardedenuit.com/wiki/index.php?title=Aegon_Targaryen_(fils_de_Baelon);;;;;;;;;;;;x
W_L_77053;http://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Gaemon);http://www.lagardedenuit.com/wiki/index.php?title=Aegon_Targaryen_(fils_de_Gaemon);;;;;;;;;;;;x
W_L_500496;http://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Jaehaerys_I);http://www.lagardedenuit.com/wiki/index.php?title=Aegon_Targaryen_(fils_de_Jaehaerys_I);;;;;;;;;;;;x
W_L_77043;http://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Rhaegar);http://www.lagardedenuit.com/wiki/index.php?title=Aegon_Targaryen;;;;;;;;;;;;x
W_L_125009;http://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Rhaegar);http://www.lagardedenuit.com/wiki/index.php?title=Aegon_Targaryen;;;;;;;;;;;;x
W_L_77034;http://awoiaf.westeros.org/index.php/Aegon_V_Targaryen;http://www.lagardedenuit.com/wiki/index.php?title=Aegon_V_Targaryen;;;;;;;;;;;;x
W_L_77025;http://awoiaf.westeros.org/index.php/Aegor_Rivers;http://www.lagardedenuit.com/wiki/index.php?title=Aegor_Rivers;;;;;;;;;;;;x
W_L_77131;http://awoiaf.westeros.org/index.php/Aelor_Targaryen;http://www.lagardedenuit.com/wiki/index.php?title=Aelor_Targaryen;;;;;;;;;;;;x
W_L_77132;http://awoiaf.westeros.org/index.php/Aelora_Targaryen;http://www.lagardedenuit.com/wiki/index.php?title=Aelora_Targaryen;;;;;;;;;;;;x
W_L_77058;http://awoiaf.westeros.org/index.php/Aelyx_Targaryen;http://www.lagardedenuit.com/wiki/index.php?title=Aelix_Targaryen;;;;;;;;;;;;x
W_L_60520496;http://awoiaf.westeros.org/index.php/Aemon_Targaryen_(son_of_Jaehaerys_I);http://www.lagardedenuit.com/wiki/index.php?title=Aemon_Targaryen_(père_de_Rhaenys);;;;;;;;;;;;x
